132,TOD#02:16:10.327,0,42,3220,64,603,463,168,102
132,TOD#02:16:10.337,0,42,3220,64,603,463,168,102
132,TOD#02:16:10.347,0,42,3220,64,603,463,168,102
132,TOD#02:16:10.357,0,42,3220,64,619,469,169,104
132,TOD#02:16:10.367,0,42,3220,64,619,469,169,104
132,TOD#02:16:10.377,0,42,3220,64,619,469,169,104
132,TOD#02:16:10.387,0,42,3220,57,634,474,171,106
132,TOD#02:16:10.397,0,42,3220,57,634,474,171,106
132,TOD#02:16:10.407,0,42,3220,57,634,474,171,106
132,TOD#02:16:10.417,0,42,3220,57,634,474,171,106
132,TOD#02:16:10.427,0,42,3220,57,634,478,173,108
132,TOD#02:16:10.437,0,42,3220,57,634,478,173,108
132,TOD#02:16:10.447,0,42,3220,57,634,478,173,108
132,TOD#02:16:10.457,0,42,3220,57,634,478,173,108
132,TOD#02:16:10.467,0,42,3220,50,650,484,175,109
132,TOD#02:16:10.477,0,42,3220,50,650,484,175,109
132,TOD#02:16:10.487,0,42,3220,50,650,484,175,109
132,TOD#02:16:10.497,0,42,3220,50,650,484,175,109
132,TOD#02:16:10.507,0,42,3220,50,650,484,175,109
132,TOD#02:16:10.517,0,42,3220,50,666,490,176,110
132,TOD#02:16:10.527,0,42,3220,50,666,490,176,110
132,TOD#02:16:10.537,0,42,3220,50,666,490,176,110
132,TOD#02:16:10.547,0,42,3219,50,666,495,177,110
132,TOD#02:16:10.557,0,42,3219,50,666,495,177,110
132,TOD#02:16:10.567,0,42,3219,50,666,495,177,110
132,TOD#02:16:10.577,0,42,3219,50,666,495,177,110
132,TOD#02:16:10.587,0,42,3220,50,666,500,178,111
132,TOD#02:16:10.597,0,42,3220,50,666,500,178,111
132,TOD#02:16:10.607,0,42,3220,50,666,500,178,111
132,TOD#02:16:10.617,0,42,3220,50,666,500,178,111
132,TOD#02:16:10.627,0,42,3219,50,666,506,179,110
132,TOD#02:16:10.637,0,42,3219,50,666,506,179,110
132,TOD#02:16:10.647,0,42,3219,50,666,506,179,110
132,TOD#02:16:10.657,0,42,3219,50,666,506,179,110
132,TOD#02:16:10.667,0,42,3219,50,666,506,179,110
132,TOD#02:16:10.677,0,42,3219,57,666,512,180,110
132,TOD#02:16:10.687,0,42,3219,57,666,512,180,110
132,TOD#02:16:10.697,0,42,3219,57,666,512,180,110
132,TOD#02:16:10.707,0,42,3220,57,666,516,179,109
132,TOD#02:16:10.717,0,42,3220,57,666,516,179,109
132,TOD#02:16:10.727,0,42,3220,57,666,516,179,109
132,TOD#02:16:10.737,0,42,3220,57,666,516,179,109
132,TOD#02:16:10.747,0,42,3220,64,666,519,180,108
132,TOD#02:16:10.757,0,42,3220,64,666,519,180,108
132,TOD#02:16:10.767,0,42,3220,64,666,519,180,108
132,TOD#02:16:10.777,0,42,3220,64,666,519,180,108
132,TOD#02:16:10.787,0,42,3220,64,666,519,180,108
132,TOD#02:16:10.797,0,42,3221,72,666,524,181,107
132,TOD#02:16:10.807,0,42,3221,72,666,524,181,107
132,TOD#02:16:10.817,0,42,3221,72,666,524,181,107
132,TOD#02:16:10.827,0,42,3221,72,666,524,181,107
132,TOD#02:16:10.837,0,42,3222,72,650,526,179,105
132,TOD#02:16:10.847,0,42,3222,72,650,526,179,105
132,TOD#02:16:10.857,0,42,3222,72,650,526,179,105
132,TOD#02:16:10.867,0,42,3223,79,650,529,179,103
132,TOD#02:16:10.877,0,42,3223,79,650,529,179,103
132,TOD#02:16:10.887,0,42,3223,79,650,529,179,103
132,TOD#02:16:10.897,0,42,3223,79,650,529,179,103
132,TOD#02:16:10.907,0,42,3224,86,634,531,179,101
132,TOD#02:16:10.917,0,42,3224,86,634,531,179,101
132,TOD#02:16:10.927,100,42,3224,86,634,531,179,101
132,TOD#02:16:10.937,100,42,3224,86,634,531,179,101
132,TOD#02:16:10.947,100,42,3224,86,634,531,179,101
132,TOD#02:16:10.957,100,42,3225,86,634,533,179,99
132,TOD#02:16:10.967,100,42,3225,86,634,533,179,99
132,TOD#02:16:10.977,100,42,3225,86,634,533,179,99
132,TOD#02:16:10.987,100,42,3225,86,634,533,179,99
132,TOD#02:16:10.997,100,42,3226,93,619,534,179,97
132,TOD#02:16:11.007,100,42,3226,93,619,534,179,97
132,TOD#02:16:11.017,100,42,3226,93,619,534,179,97
132,TOD#02:16:11.027,100,42,3227,100,619,534,177,95
132,TOD#02:16:11.037,100,42,3227,100,619,534,177,95
132,TOD#02:16:11.047,100,42,3227,100,619,534,177,95
132,TOD#02:16:11.057,100,42,3227,100,619,534,177,95
132,TOD#02:16:11.067,100,42,3227,100,619,534,177,95
132,TOD#02:16:11.077,100,42,3230,108,603,530,174,93
132,TOD#02:16:11.087,100,42,3230,108,603,530,174,93
132,TOD#02:16:11.097,100,42,3230,108,603,530,174,93
132,TOD#02:16:11.107,100,42,3230,108,603,530,174,93
132,TOD#02:16:11.117,100,42,3232,108,587,522,173,91
132,TOD#02:16:11.127,100,42,3232,108,587,522,173,91
132,TOD#02:16:11.137,100,42,3232,108,587,522,173,91
132,TOD#02:16:11.147,100,42,3232,108,587,522,173,91
132,TOD#02:16:11.157,100,42,3233,108,571,513,172,90
132,TOD#02:16:11.167,100,42,3233,108,571,513,172,90
132,TOD#02:16:11.177,100,42,3233,108,571,513,172,90
132,TOD#02:16:11.187,100,42,3234,108,571,505,170,89
132,TOD#02:16:11.197,100,42,3234,108,571,505,170,89
132,TOD#02:16:11.207,100,42,3234,108,571,505,170,89
132,TOD#02:16:11.217,100,42,3234,108,571,505,170,89
132,TOD#02:16:11.227,0,42,3234,108,571,505,170,89
132,TOD#02:16:11.237,0,42,3234,108,571,493,167,89
132,TOD#02:16:11.247,0,42,3234,108,571,493,167,89
132,TOD#02:16:11.257,0,42,3234,108,571,493,167,89
132,TOD#02:16:11.267,0,42,3234,108,571,493,167,89
132,TOD#02:16:11.277,0,42,3233,100,571,483,166,89
132,TOD#02:16:11.287,0,42,3233,100,571,483,166,89
132,TOD#02:16:11.297,0,42,3233,100,571,483,166,89
132,TOD#02:16:11.307,0,42,3233,100,571,483,166,89
132,TOD#02:16:11.317,0,42,3232,100,571,474,165,90
132,TOD#02:16:11.327,0,42,3232,100,571,474,165,90
132,TOD#02:16:11.337,0,42,3232,100,571,474,165,90
132,TOD#02:16:11.347,0,42,3232,100,571,474,165,90
132,TOD#02:16:11.357,0,42,3230,93,571,467,165,92
