187,TOD#22:30:07.158,0,42,3220,115,492,464,159,83
187,TOD#22:30:07.168,0,42,3219,108,492,467,161,85
187,TOD#22:30:07.178,0,42,3219,108,492,467,161,85
187,TOD#22:30:07.188,0,42,3219,108,492,467,161,85
187,TOD#22:30:07.198,0,42,3219,108,492,467,161,85
187,TOD#22:30:07.208,0,42,3219,108,492,467,161,85
187,TOD#22:30:07.218,0,42,3218,100,507,473,163,87
187,TOD#22:30:07.228,0,42,3218,100,507,473,163,87
187,TOD#22:30:07.238,0,42,3218,100,507,473,163,87
187,TOD#22:30:07.248,0,42,3218,100,507,473,163,87
187,TOD#22:30:07.258,0,42,3218,100,523,479,164,89
187,TOD#22:30:07.268,0,42,3218,100,523,479,164,89
187,TOD#22:30:07.278,0,42,3218,100,523,479,164,89
187,TOD#22:30:07.288,0,42,3218,100,523,479,164,89
187,TOD#22:30:07.298,0,42,3218,93,523,485,165,90
187,TOD#22:30:07.308,0,42,3218,93,523,485,165,90
187,TOD#22:30:07.318,0,42,3218,93,523,485,165,90
187,TOD#22:30:07.328,0,42,3218,93,523,485,165,90
187,TOD#22:30:07.338,0,42,3218,93,539,490,167,90
187,TOD#22:30:07.348,0,42,3218,93,539,490,167,90
187,TOD#22:30:07.358,0,42,3218,93,539,490,167,90
187,TOD#22:30:07.368,0,42,3218,93,539,490,167,90
187,TOD#22:30:07.378,0,42,3218,93,539,490,167,90
187,TOD#22:30:07.388,0,42,3219,100,539,496,168,91
187,TOD#22:30:07.398,0,42,3219,100,539,496,168,91
187,TOD#22:30:07.408,0,42,3219,100,539,496,168,91
187,TOD#22:30:07.418,0,42,3219,100,539,501,169,91
187,TOD#22:30:07.428,0,42,3219,100,539,501,169,91
187,TOD#22:30:07.438,0,42,3219,100,539,501,169,91
187,TOD#22:30:07.448,0,42,3219,100,539,501,169,91
187,TOD#22:30:07.458,0,42,3219,100,555,505,170,91
187,TOD#22:30:07.468,0,42,3219,100,555,505,170,91
