181.0,682,112,163.0,555,173.38333333333333,625.6666666666666,108.0,101.03333333333333,88,50.0,76.45833333333333
180.0,666,110,164.0,571,173.01666666666668,620.6333333333333,108.0,100.49166666666666,89,50.0,77.81666666666666
181.0,666,111,163.0,555,173.175,621.0333333333333,115.0,100.50833333333334,88,50.0,78.08333333333333
180.0,666,110,164.0,571,173.28333333333333,621.8333333333334,108.0,100.40833333333333,89,50.0,77.56666666666666
179.0,666,110,164.0,555,173.11666666666667,620.125,108.0,100.24166666666666,88,50.0,78.4
180.0,666,110,165.0,571,173.19166666666666,622.4,108.0,100.70833333333333,89,50.0,76.83333333333333
180.0,666,111,163.0,571,173.13333333333333,621.6916666666667,108.0,100.80833333333334,89,50.0,76.675
180.0,666,110,164.0,571,173.19166666666666,621.4333333333333,108.0,100.56666666666666,89,50.0,78.36666666666666
179.0,666,110,165.0,571,172.89166666666668,621.4666666666667,108.0,100.525,90,50.0,76.925
180.0,666,110,163.0,555,173.30833333333334,618.5333333333333,115.0,100.19166666666666,88,50.0,78.425
181.0,682,112,164.0,555,173.55833333333334,625.2666666666667,115.0,100.74166666666666,88,50.0,78.14166666666667
181.0,682,112,164.0,555,173.79166666666666,627.525,108.0,101.18333333333334,88,50.0,76.64166666666667
180.0,666,110,164.0,555,172.95,618.525,115.0,100.025,88,50.0,79.4
180.0,666,110,162.0,555,172.65833333333333,618.8916666666667,115.0,99.96666666666667,88,50.0,78.98333333333333
180.0,666,110,164.0,571,173.83333333333334,622.2333333333333,108.0,100.76666666666667,89,50.0,76.80833333333334
180.0,666,111,164.0,555,173.40833333333333,619.6916666666667,115.0,100.45,88,50.0,78.01666666666667
182.0,682,112,164.0,555,173.26666666666668,626.7416666666667,108.0,101.25833333333334,88,50.0,76.875
180.0,666,110,163.0,555,172.60833333333332,619.4583333333334,115.0,100.25,88,50.0,77.76666666666667
180.0,666,110,163.0,571,172.73333333333332,620.0,108.0,100.34166666666667,89,57.0,78.41666666666667
180.0,666,110,165.0,571,173.24166666666667,623.2,108.0,100.85833333333333,90,50.0,76.78333333333333
180.0,666,110,164.0,571,173.2,620.4,108.0,100.30833333333334,89,50.0,78.18333333333334
181.0,682,112,164.0,555,173.4,623.9666666666667,115.0,100.73333333333333,88,50.0,77.48333333333333
180.0,666,110,164.0,555,173.23333333333332,618.9333333333333,115.0,100.15833333333333,88,50.0,79.5
180.0,666,111,164.0,571,172.76470588235293,621.5882352941177,108.0,100.6218487394958,89,50.0,77.80672268907563
179.0,666,110,164.0,571,172.875,620.8,108.0,100.36666666666666,89,50.0,77.925
181.0,666,111,164.0,555,173.48333333333332,621.1583333333333,108.0,100.525,88,50.0,78.48333333333333
179.0,666,110,165.0,571,172.70833333333334,620.6583333333333,108.0,100.45833333333333,90,50.0,76.88333333333334
180.0,666,110,164.0,571,173.10833333333332,622.1,108.0,100.76666666666667,90,50.0,77.66666666666667
180.0,682,112,164.0,555,173.41666666666666,624.625,108.0,100.95833333333333,88,50.0,77.30833333333334
180.0,666,110,164.0,555,173.525,619.2916666666666,115.0,100.35833333333333,88,50.0,77.95833333333333
181.0,666,111,165.0,571,173.48333333333332,623.025,108.0,100.91666666666667,89,50.0,76.49166666666666
181.0,682,112,165.0,571,173.51666666666668,627.425,108.0,101.54166666666667,89,50.0,76.575
181.0,666,110,163.0,555,173.18333333333334,619.025,115.0,100.1,88,50.0,78.65833333333333
180.0,666,110,165.0,571,172.75,623.4583333333334,108.0,101.0,90,50.0,76.63333333333334
180.0,666,110,164.0,571,173.14166666666668,620.8,108.0,100.75,89,50.0,76.775
181.0,666,111,165.0,571,173.56666666666666,621.9583333333334,108.0,100.99166666666666,90,50.0,76.56666666666666
180.0,666,110,164.0,571,172.95833333333334,620.9,108.0,100.44166666666666,89,50.0,77.74166666666666
181.0,666,111,164.0,555,173.45,620.4916666666667,108.0,100.375,88,50.0,78.2
180.0,666,110,165.0,571,173.3,622.5,108.0,100.83333333333333,90,50.0,76.33333333333333
180.0,666,111,164.0,571,173.26666666666668,621.7333333333333,108.0,100.88333333333334,89,50.0,77.59166666666667
180.0,666,110,164.0,571,173.08333333333334,623.825,108.0,100.88333333333334,90,50.0,77.48333333333333
180.0,666,110,165.0,571,173.0,621.875,108.0,100.68333333333334,89,50.0,76.95833333333333
180.0,666,111,165.0,571,173.475,621.825,108.0,100.93333333333334,89,50.0,76.95
180.0,666,111,165.0,571,173.36666666666667,623.3333333333334,108.0,100.975,89,50.0,77.175
179.0,666,110,164.0,571,173.13333333333333,621.325,108.0,100.625,90,50.0,77.14166666666667
180.0,666,109,164.0,571,173.225,618.6583333333333,108.0,100.14166666666667,89,50.0,77.875
179.0,666,110,164.0,571,172.88333333333333,619.4666666666667,108.0,100.09166666666667,89,50.0,78.13333333333334
181.0,666,111,164.0,555,173.625,619.5666666666667,115.0,100.41666666666667,88,50.0,78.59166666666667
180.0,666,110,165.0,571,173.24166666666667,623.3,108.0,101.04166666666667,90,50.0,76.0
181.0,666,111,164.0,555,173.64166666666668,621.3,108.0,100.54166666666667,88,50.0,77.75
181.0,666,111,164.0,555,173.25833333333333,620.2333333333333,108.0,100.50833333333334,88,50.0,77.46666666666667
180.0,666,111,164.0,571,173.225,622.6666666666666,108.0,100.675,89,50.0,77.9
180.0,666,110,164.0,555,173.00833333333333,620.4,115.0,100.175,88,50.0,78.95
180.0,666,110,164.0,555,173.24166666666667,618.8,115.0,100.1,88,50.0,79.08333333333333
181.0,666,110,165.0,571,173.38333333333333,621.8583333333333,108.0,100.59166666666667,89,50.0,77.13333333333334
179.0,666,110,164.0,571,173.19166666666666,622.125,108.0,100.84166666666667,90,50.0,77.01666666666667
180.0,666,110,165.0,571,173.475,623.5916666666667,108.0,100.78333333333333,89,50.0,76.48333333333333
179.0,666,109,164.0,555,172.9,617.0666666666667,108.0,99.85833333333333,88,50.0,79.38333333333334
180.0,666,111,164.0,571,173.30833333333334,622.9333333333333,108.0,100.9,89,50.0,77.425
180.0,666,110,164.0,555,172.79166666666666,619.1916666666667,108.0,100.19166666666666,88,50.0,78.45
180.0,666,109,164.0,571,173.18333333333334,617.875,108.0,100.11666666666666,89,57.0,78.89166666666667
180.0,666,110,165.0,571,173.20833333333334,621.3333333333334,108.0,100.39166666666667,89,50.0,77.84166666666667
180.0,666,110,164.0,571,173.26666666666668,620.2666666666667,108.0,100.41666666666667,89,50.0,77.33333333333333
179.0,666,109,164.0,571,172.65833333333333,619.3333333333334,108.0,100.26666666666667,89,50.0,77.89166666666667
180.0,666,110,164.0,555,173.1,617.5666666666667,115.0,99.90833333333333,88,50.0,79.24166666666666
180.0,666,110,163.0,555,172.675,618.925,108.0,99.96666666666667,88,50.0,78.125
178.0,650,108,164.0,571,172.43333333333334,615.6083333333333,108.0,99.79166666666667,89,57.0,79.875
181.0,666,110,165.0,571,173.61666666666667,621.8666666666667,108.0,100.84166666666667,90,50.0,77.6
180.0,666,110,163.0,571,173.08333333333334,622.6333333333333,108.0,100.775,90,50.0,77.11666666666666
180.0,682,112,164.0,555,173.025,621.025,115.0,100.73333333333333,88,50.0,78.00833333333334
180.0,666,111,164.0,571,173.31666666666666,623.9666666666667,108.0,101.05,89,50.0,76.99166666666666
180.0,666,110,164.0,555,173.075,617.725,115.0,99.81666666666666,88,50.0,79.76666666666667
180.0,666,111,164.0,571,173.075,622.2333333333333,108.0,100.75833333333334,89,50.0,76.85833333333333
180.0,666,110,164.0,555,172.95,620.225,108.0,100.16666666666667,89,50.0,78.14166666666667
180.0,666,110,164.0,571,173.175,620.7666666666667,108.0,100.475,89,50.0,77.625
180.0,666,110,164.0,571,172.93333333333334,622.0916666666667,108.0,100.6,89,50.0,77.86666666666666
180.0,666,110,164.0,555,172.94166666666666,618.925,115.0,99.95833333333333,88,50.0,79.75
180.0,666,110,164.0,555,173.25,619.6,115.0,100.18333333333334,88,50.0,78.65
180.0,666,110,164.0,555,172.875,618.1333333333333,115.0,99.925,88,50.0,78.6
179.0,666,110,164.0,555,173.1,618.225,115.0,99.88333333333334,88,50.0,78.625
180.0,666,111,164.0,571,173.63333333333333,623.825,108.0,101.125,89,50.0,77.16666666666667
180.0,666,110,165.0,571,173.08333333333334,622.8916666666667,108.0,100.68333333333334,90,50.0,76.76666666666667
180.0,666,110,164.0,555,173.05833333333334,618.925,108.0,100.05833333333334,88,50.0,78.43333333333334
180.0,666,110,165.0,571,173.025,622.5333333333333,108.0,100.8,90,50.0,77.48333333333333
181.0,682,112,164.0,555,173.48333333333332,625.9416666666667,115.0,101.05,88,50.0,77.475
180.0,666,110,164.0,571,172.39166666666668,620.0,108.0,100.28333333333333,89,50.0,77.85833333333333
181.0,682,112,164.0,555,173.83333333333334,623.9666666666667,115.0,100.875,88,50.0,77.9
181.0,682,112,164.0,571,173.74166666666667,627.8,115.0,101.30833333333334,89,50.0,76.95833333333333
180.0,666,110,164.0,571,173.06666666666666,619.8583333333333,108.0,100.15,89,50.0,78.14166666666667
181.0,666,111,164.0,555,173.21666666666667,619.6916666666667,115.0,100.29166666666667,88,50.0,78.85
180.0,666,111,164.0,571,173.30833333333334,621.9666666666667,108.0,100.825,89,50.0,77.15833333333333
181.0,666,111,163.0,555,173.06666666666666,618.5,108.0,100.29166666666667,88,50.0,78.65
179.0,666,111,164.0,555,173.11666666666667,623.025,108.0,100.70833333333333,89,50.0,77.45833333333333
180.0,666,111,164.0,571,173.30833333333334,622.0,108.0,100.69166666666666,89,50.0,77.5
180.0,666,110,164.0,571,173.25,621.0333333333333,108.0,100.625,89,50.0,77.23333333333333
181.0,682,112,164.0,555,173.975,626.9916666666667,108.0,101.00833333333334,88,50.0,77.625
180.0,666,110,164.0,555,173.05,619.2916666666666,108.0,100.03333333333333,88,50.0,77.6
179.0,666,110,164.0,555,173.0,619.9666666666667,108.0,100.05,88,50.0,77.8
180.0,666,110,163.0,571,172.65833333333333,622.625,108.0,100.85833333333333,90,50.0,76.75
180.0,666,111,164.0,555,173.125,620.625,115.0,100.425,88,50.0,78.13333333333334
181.0,666,111,165.0,571,173.36666666666667,623.7,108.0,101.15833333333333,90,50.0,76.75833333333334
180.0,666,110,163.0,555,173.08333333333334,619.8583333333333,108.0,100.16666666666667,88,50.0,77.89166666666667
179.0,666,109,164.0,571,172.78333333333333,618.425,108.0,100.125,89,50.0,78.36666666666666
180.0,666,110,163.0,555,173.11666666666667,619.325,115.0,100.10833333333333,88,50.0,79.73333333333333
180.0,666,110,163.0,571,173.11666666666667,621.9583333333334,108.0,100.63333333333334,90,50.0,77.93333333333334
180.0,666,111,164.0,555,173.38333333333333,622.6,108.0,100.79166666666667,88,50.0,77.58333333333333
180.0,666,111,163.0,571,173.18333333333334,623.1416666666667,108.0,101.03333333333333,89,50.0,76.875
181.0,666,110,165.0,571,173.325,623.1583333333333,108.0,100.625,89,50.0,77.6
181.0,666,110,164.0,571,173.14166666666668,622.6333333333333,108.0,100.66666666666667,89,50.0,76.95833333333333
180.0,666,110,164.0,555,173.13333333333333,618.9333333333333,108.0,100.10833333333333,88,50.0,79.41666666666667
179.0,666,110,164.0,571,172.94166666666666,620.2666666666667,108.0,100.375,89,50.0,77.64166666666667
181.0,666,111,164.0,571,173.65,623.425,108.0,101.00833333333334,89,50.0,77.4
180.0,666,110,164.0,571,173.03333333333333,621.725,108.0,100.81666666666666,90,50.0,77.18416666666667
180.0,666,110,164.0,555,173.10833333333332,619.725,108.0,100.16666666666667,88,50.0,78.15833333333333
181.0,666,111,164.0,571,173.65,623.5583333333333,108.0,101.05833333333334,89,50.0,77.18333333333334
